,证券代码,年度,挂牌日期,主办券商,所属园区,所属证监会行业,摘牌日期,挂牌年度,挂牌月份,证券简称,资产总计,归属母公司股东的权益,营业收入,营业成本,销售费用,管理费用,财务费用,归属母公司股东的净利润,非经常性损益,扣除非经常性损益后的净利,经营活动产生的现金流量净额,应收账款,固定资产,ROA,折旧,长期待摊费用摊销,存货的减少,经营性应收项目的减少,经营性应付项目的增加,实际披露日期,报告期,挂牌前后,
78724,833243.OC,2014,2015-08-10,申万宏源证券有限公司,非高新产业区,计算机、通信和其他电子设备制造业,,2015,8,龙辰科技,250315285.1,176780975.22,142247487.41,102406801.05,3279297.25,13739037.13,5183393.69,13353163.18,74202.77,13278960.41,-18098633.99,43680955.99,44869801.98,5.2723,5957982.1,,-4471301.9,-24498823.02,-15342266.72,,,,1
78725,833244.OC,2014,2015-08-17,申万宏源证券有限公司,非高新产业区,软件和信息技术服务业,,2015,8,骏环昇旺,45890220.67,43021534.54,17301722.87,8604550.36,3006546.54,6869579.57,-61376.88,-673611.42,362651.24,-1036262.66,-1081383.6,6058907.15,8585987.32,-1.7266,3058729.39,48282.96,4427.48,599027.4,-4263044.92,,,,1
78726,833245.OC,2014,2015-08-19,财富证券有限责任公司,非高新产业区,造纸和纸制品业,,2015,8,华望科技,29384820.36,24514859.93,15342119.86,9817560.5,1996529.42,4055134.63,39365.42,44834.91,789305.92,-744500,-2345720.98,2535931.43,14753403.7,0.1405,1034951.17,,-1790808.88,1338396.37,-3093870.32,,,,1
78727,833246.OC,2014,2015-08-13,国金证券股份有限公司,非高新产业区,化学原料和化学制品制造业,,2015,8,澳佳生态,170287939.93,57448233.14,173402823.06,147682808.04,9249177.25,8658953.28,3729472.02,3741798.92,675447.13,3066351.79,-3163660.03,15402413.77,71604888.39,2.0959,5664403.47,402902.4,25524187.22,-322946.91,-60926368.28,,,,1
78728,833247.OC,2014,2015-08-18,申万宏源证券有限公司,非高新产业区,软件和信息技术服务业,,2015,8,军一物联,13224343.53,10360782.02,10757619.71,8936690.22,196241.91,2443623.47,-40070.65,137598.91,850000,-712400,7306642.3,1171574,967725.8,0.9809,51818.98,53483.32,-1177312.98,10638818.74,-2438088.61,,,,1
78729,833248.OC,2014,2015-08-19,申万宏源证券有限公司,中关村科技园区,建筑装饰和其他建筑业,,2015,8,中景橙石,153718087.72,108834835.13,110720893.95,71389279.94,6040348.9,23011612.25,325750.53,2020948.11,630608.5,1390339.61,-12061211.53,35657220.87,8167965.11,1.2745,1740671.65,,-20181681.68,5457970.87,-4109293.07,,,,1
78730,833249.OC,2014,2015-08-11,国信证券股份有限公司,非高新产业区,通用设备制造业,,2015,8,浙江国祥,389088628.95,117048756.26,468827779.63,310809290.24,55707537.15,39688554.5,3148442.93,45469445.49,5958529.63,39510915.86,86982156.81,67203188.03,111251745.37,13.2658,8284032.47,,-23451228.94,-24787039.68,66433917.31,,,,1
78731,833250.OC,2014,2015-08-13,大通证券股份有限公司,非高新产业区,公共设施管理业,,2015,8,瑞科际,417897485.8,307860089.37,,,,8128081.73,-5248009.22,-2107994.51,772078,-2880072.51,-5105897.17,,15647886.89,-0.5749,1399634.06,,,-441140.12,6753.27,,,,1
78732,833251.OC,2014,2015-08-28,财通证券股份有限公司,非高新产业区,软件和信息技术服务业,,2015,8,东忠科技,311418468.01,155875354.87,150592530.69,104010464.14,3055950.08,40260981.58,9668685.53,-9213465.37,825558.08,-10039023.45,-43724823.74,20039602.96,42052382.37,-2.8233,5137798.28,577006.81,-1344266,11063392.5,-68357465.19,,,,1
78733,833252.OC,2014,2015-08-18,申万宏源证券有限公司,上海张江高新技术产业开发区,互联网和相关服务,,2015,8,帜讯信息,36643291.67,10126960.74,43834728.11,21566001.98,9541997.48,15041892.71,1551848.47,-4013140.71,5929.86,-4019070.57,-7635498.4,23095034.22,1259220.19,-13.7341,784661.29,,,-9182645.33,3375638.38,,,,1
78734,833253.OC,2014,2015-08-07,大通证券股份有限公司,非高新产业区,土木工程建筑业,,2015,8,大建桥梁,70699427.17,19638745.78,63226494.6,49729810.13,4002897.09,9009930.84,40255.73,283093.54,501500.24,-218406.7,6386130.62,8123869.94,19128945.24,0.4215,2606518.86,,-28360983.11,20103846.17,9800019.19,,,,1
78735,833254.OC,2014,2015-08-12,中泰证券股份有限公司,非高新产业区,食品制造业,,2015,8,中惠生物,168481352.93,32687534.06,55922192.98,43941558.94,5610887.58,7342594.45,9917015.11,507448.03,7373221.09,-6865800,34926193.98,9352085.31,36270712.77,0.3223,2356842.4,30000,-2075715.21,38819795.67,-12530036.5,,,,1
78736,833255.OC,2014,2015-08-13,招商证券股份有限公司,非高新产业区,电气机械和器材制造业,,2015,8,西部股份,151612961.3,116147417.1,105593623.92,94083204.38,3183609.52,7999593.72,602079.97,656129.72,1990597.67,-1334467.95,-45837984.8,52238030.45,30261147.25,0.5507,,,,,,,,,1
78737,833256.OC,2014,2015-09-18,招商证券股份有限公司,厦门火炬高新区,电气机械和器材制造业,,2015,9,永华光电,30118907.36,12875307.48,15084464.69,9431787.84,430382.91,2458427.81,316984.61,2186392.71,-341088.65,2527481.36,8855959.95,9617864.64,3583185.37,6.847,309442.45,177410.3,536563.66,4822859.97,659597.32,,,,1
78738,833258.OC,2014,2015-08-12,中山证券有限责任公司,非高新产业区,其他制造业,,2015,8,尚洋科技,36827764.32,6390939.57,109647513.39,93629904.82,3085028.78,8530032.32,1144793.24,1435260.56,70678.32,1364582.24,5753184.6,11286819.74,827514.19,4.4833,284672.74,,-5450844.18,-4844278.33,13018545.36,,,,1
78739,833259.OC,2014,2015-08-10,安信证券股份有限公司,非高新产业区,化学原料和化学制品制造业,,2015,8,新泰材料,113599368.39,23723500.34,16668027.81,20616366,791552.04,3754681.7,2309133.21,-12103844.54,633646,-12737490.54,-1704912.32,10622200.03,71005832.72,-11.0251,6260292.73,,1164125.3,-8413806.86,6859091.6,,,,1
78740,833260.OC,2014,2015-08-18,华泰证券股份有限公司,非高新产业区,农业,,2015,8,万辰生物,328927269.67,116888415.14,131349882.32,78656052.61,5383059.75,6248985.55,10415632.24,35273800.59,4660059.03,30613741.56,80553799.22,294392.5,208833806.2,12.3054,11599227.36,,-24927662.92,4146084.63,42527678.68,,,,1
78741,833261.OC,2014,2015-08-06,兴业证券股份有限公司,非高新产业区,广播、电视、电影和影视录音制作业,,2015,8,中瑞影视,82063104.87,12632858.42,68585683.79,51374363.43,15887149.19,3676452.89,586553.32,-2207759.97,2886124.52,-5842681.81,18101440.29,4140787.13,35397389.81,-4.0573,7042117.33,4107400.03,-414723.43,-3810260.13,14287293.72,,,,1
78742,833262.OC,2014,2015-08-17,山西证券股份有限公司,非高新产业区,化学纤维制造业,,2015,8,奥神新材,182019388.26,56740539.55,7119203.19,8090264.58,1657781.53,13834181.27,3495636.8,-18591198.42,1125474.43,-19716700,-19968051.2,6961482,106162851.83,-11.7017,3001837.33,,-7089665.04,14077830.97,-15279693.35,,,,1
78743,833263.OC,2014,2015-08-13,光大证券股份有限公司,非高新产业区,卫生,,2015,8,大承医疗,139412634.79,96716811.07,148221464.4,97164393.83,10740113.57,12609990.29,368687.28,20523250.89,308529.88,20214700,13090244.7,28000090.98,8869633.38,15.7832,1392882.86,1203311.32,23169261.61,-22593275.87,-9826150.97,,,,1
78744,833264.OC,2014,2015-08-10,财通证券股份有限公司,非高新产业区,专用设备制造业,,2015,8,鹤群机械,198366288.36,61303928.24,96498934.29,85421924.63,4074981.76,12223566.51,8940261.66,-10310092.17,275000.98,-10585093.15,9601396.68,26278821.88,45485173.02,-5.7071,4238660.11,1105235.09,-3253802.6,6682157.27,6204427.76,,,,1
78745,833265.OC,2014,2015-08-18,国海证券股份有限公司,非高新产业区,化学原料和化学制品制造业,,2015,8,润杰农科,29067128.55,14042923.05,26063519.99,17031066.59,3903000.74,4108830.2,274699.39,1495812.44,980013.75,515798.69,-1412057.78,670339,10019629.58,5.7187,712997.43,,-1461039.13,-480630.9,-1083554.81,,,,1
78746,833266.OC,2014,2015-08-11,华融证券股份有限公司,昆明高新区,医药制造业,,2015,8,生物谷,795859615.77,264525572.28,499644356.37,76098557.96,331732260.07,61895877.6,12254501.91,15102776.63,5459312.59,9643464.04,14110520.48,109644660.4,117177304.51,2.0788,7307541.97,,-7957566.52,-64209579.41,53453208.78,,,,1
78747,833267.OC,2014,2015-08-20,中国民族证券有限责任公司,非高新产业区,纺织服装、服饰业,,2015,8,津海股份,121040078.99,14073349.09,92329586.61,80645603.99,1973300.72,2035725.86,3482924.57,4480307.17,1885190.62,2595116.55,-5255541.23,12612379.94,11074075.65,3.8143,1723151.96,,-9551863.65,-5003170.34,-1347199.36,,,,1
78748,833268.OC,2014,2015-08-14,中原证券股份有限公司,中关村科技园区,软件和信息技术服务业,,2015,8,北亚时代,6514658.56,5836707.44,2621285.9,657854.79,109675.3,1997833.71,-5713.19,-27073.38,116812.75,-143900,-420112.22,172102.5,582583.09,-0.3182,152503.6,,-374881.3,19500,-197846.45,,,,1
78749,833269.OC,2014,2015-09-10,广发证券股份有限公司,成都高新区,卫生,,2015,9,华美牙科,24255349.04,11826382.43,28339252.77,17725603.79,6114916.05,7481418.98,515931.85,-3921419.36,-715062.29,-3206357.07,-4168712.82,2105768.48,4755896.22,-19.2743,1116427.39,602348.06,-2681357.19,6444005.58,-6294963.52,,,,1
78750,833270.OC,2014,2015-08-25,民生证券股份有限公司,非高新产业区,农业,,2015,8,沃福百瑞,115969528.97,73550356.25,87615193.04,63580384.3,3996056.37,5592071.55,1913971.95,11075600.02,1634180.02,9443762.19,693144.15,16873880.46,24319585.58,10.0433,2292412.29,,-16334621.21,-6367566.66,7281271.99,,,,1
78751,833271.OC,2014,2015-08-10,大通证券股份有限公司,非高新产业区,橡胶和塑料制品业,,2015,8,永畅兴,37880854.34,32708007.13,48241386.51,42154419.99,71415.52,4567785.13,-9996,916566.39,2275.8,914290.59,-1130430.86,11739146.55,11212313.31,2.6247,1869230.92,,-230212.43,-2250685.09,-1479055.75,,,,1
78752,833272.OC,2014,2015-08-18,湘财证券股份有限公司,非高新产业区,农副食品加工业,,2015,8,金塔股份,1208626547,550897889.44,413890346.54,288513516.82,10443417.84,41995585.41,28650981.8,58491617.65,15918472.55,42573145.1,-181702985.94,239533923.38,313229348.89,5.0401,23866367.87,3388281.92,-24848996.04,-62692281.51,-224504612.96,,,,1
78753,833273.OC,2014,2015-08-11,太平洋证券股份有限公司,非高新产业区,畜牧业,,2015,8,蓝思种业,253246019.98,110949353.21,57359207.32,41149065.1,74103.53,9061292.72,806043.35,7003489.16,226439.16,6779200,-19833918.75,,20940706.07,3.372,4206174.67,408827.66,7384645.02,-50079426.33,10298901.82,,,,1
78754,833274.OC,2014,2015-08-11,国信证券股份有限公司,非高新产业区,医药制造业,,2015,8,臣功制药,322079229.89,216339946.98,281696462.74,69012381.19,98948534.74,33437212.52,2844744.81,54818922.84,158450.21,54660500,57842179.31,55892319.9,78568054.67,18.3328,10642208.84,,-2865232.79,-15947153.01,6162620.07,,,,1
78755,833275.OC,2014,2015-08-13,安信证券股份有限公司,非高新产业区,专用设备制造业,,2015,8,神拓机电,57059305.7,41320582.71,80699667.11,54952395.81,5865826.22,5399112.91,-833039.1,13980944.35,81976.57,13899000,12455267.4,30873150.59,1444293.14,20.9271,324677.06,,-6179964.04,38518321.52,-33199171.74,,,,1
78756,833276.OC,2014,2015-08-13,财通证券股份有限公司,非高新产业区,木材加工和木、竹、藤、棕、草制品业,,2015,8,竹林居,30503216.23,6059674.93,17318305.01,12946998.34,560359.66,2222735.48,1276469.58,458998.35,463847.09,-4848.74,-354794.05,3989582.92,12663494.07,1.7085,740438.06,,-616889.13,-348660.95,-1887367.29,,,,1
78757,833277.OC,2014,2015-08-10,中国银河证券股份有限公司,非高新产业区,软件和信息技术服务业,,2015,8,丽晶软件,14812834.49,11137012.92,16893687.12,2433899.7,4183463.85,7094026.3,-2242.03,4290660.48,25363.1,4265297.38,10615992.61,4232253.5,591591,29.4589,220756.63,220474.94,15898.65,6769497.1,-1226247.56,,,,1
78758,833278.OC,2014,2015-08-20,西部证券股份有限公司,非高新产业区,农副食品加工业,,2015,8,北旺农牧,160113154.27,150294922.02,464775999.64,427531155.36,13551413.5,8903742.7,4172167.35,10539428.37,-940446.33,11479900,-6196019.67,16842958.44,69639065.94,6.9117,4874803.52,,-6332143.97,1415529.86,-20178982.56,,,,1
78759,833279.OC,2014,2015-08-18,国信证券股份有限公司,非高新产业区,化学原料和化学制品制造业,,2015,8,三求光固,24367734,11666804.93,38349339.66,26710418.47,1960978.75,6498232.51,385024.93,2528764.94,407047.02,2121717.92,-9888636.04,10906127.88,2578752.91,12.4373,365408.74,175885.06,-3660659.16,-1772504.28,-7976817.4,,,,1
78760,833280.OC,2014,2015-08-13,西部证券股份有限公司,非高新产业区,通用设备制造业,,2015,8,万享科技,94021416.97,40189361.68,70427035.74,49223901.45,7882691.91,7830904.53,1199968.53,4553421.86,457910.04,4095511.82,11982488.47,12836123.98,26411694.5,4.68,1788678.61,,-4795218.25,14120540.03,-4263125.91,,,,1
78761,833281.OC,2014,2015-08-13,东吴证券股份有限公司,长春高新区,农副食品加工业,,2015,8,派诺生物,77110955.49,58687335.78,14538874.29,6607265.98,1278408.73,3817075.47,1701352.44,2018604.07,1069467.41,949136.66,4740247.97,1108074.24,18536632.3,2.7053,1266468.12,145849,-8722662.35,-3876454.85,12055005.35,,,,1
78762,833282.OC,2014,2015-08-14,东莞证券股份有限公司,非高新产业区,电气机械和器材制造业,,2015,8,康达新能,524306018.95,241625071.46,297473624.24,227854535.15,26903805.85,23110582.8,5240038.26,15157844.83,7377259.42,7780585.41,36745987.36,80349585.05,27483326.91,3.1293,4102250.61,2578272.43,-66897074.24,36434739.26,37567056.24,,,,1
78763,833283.OC,2014,2015-08-18,中泰证券股份有限公司,潍坊高新区,通用设备制造业,,2015,8,盛瑞传动,2029390307.05,783290886.2,920855577.88,775142156.68,11738612.07,110020533.98,32384792.57,-3244185.63,10657699.98,-13894800,137677216.82,247031342.1,675797633.71,-0.1619,50075585.17,,-6748253.91,-66762394.54,129867841.28,,,,1
78764,833284.OC,2014,2015-08-17,申万宏源证券有限公司,非高新产业区,通用设备制造业,,2015,8,灵鸽科技,31089397.02,12628217.6,24326393.61,12305924.18,1958001.55,4582396.28,63432.46,3842931.76,82500,3760431.76,3163681.63,4445299.03,1430662.74,16.3138,325826.28,,-1204409.38,-6686385.71,6826094.68,,,,1
78765,833285.OC,2014,2015-08-20,申万宏源证券有限公司,非高新产业区,非金属矿物制品业,,2015,8,环球矿产,108504138.12,28806025.45,47661594.34,33004998.6,5171320.03,8735205.38,2206666.99,1744417.05,2208100.48,-463683.43,7191332.15,9248985.8,33554851.59,1.4138,2279928.24,675219.65,-6666110.59,3434785.21,3720369.4,,,,1
78766,833286.OC,2014,2015-08-28,安信证券股份有限公司,非高新产业区,铁路、船舶、航空航天和其他运输设备制造业,,2015,8,海斯比,589465839.34,264388596.55,273012621.12,196448476.7,7268494.97,35844097.59,4710088.93,24969328.37,1065239,23904089.37,-18440245.28,49785606.45,139717122.95,3.8552,13315790.17,890024.32,46965929.42,1388368.48,-113867175.98,,,,1
78767,833287.OC,2014,2015-08-26,华泰证券股份有限公司,非高新产业区,化学原料和化学制品制造业,,2015,8,海拜科技,99242178.45,33947237.85,106494552.47,77502303.34,5598744.27,8214971.57,984647.42,11556075.97,-686492.76,12242600,27584099.43,7272071.13,8347554.27,13.8119,1677680.16,,-109963.9,10090504.25,2288158.94,,,,1
78768,833288.OC,2014,2015-08-14,华鑫证券有限责任公司,非高新产业区,金属制品业,,2015,8,天元重工,97121184.87,58330170.89,67257320.85,56505818.47,,5203540.73,149229.81,5344532.51,1272307.51,4072225,33704986.2,31326102.75,23368900.89,5.4099,3404493.1,,-3519584.44,14217069.71,15211873.43,,,,1
78769,833289.OC,2014,2015-08-14,中信建投证券股份有限公司,非高新产业区,建筑装饰和其他建筑业,,2015,8,超洋股份,147906968.04,38743078.64,168044245.97,137804853.58,401524.32,6596640.7,8225528.44,4706252.72,-4209.44,4710462.16,-24696204.54,76128934.17,15549845.27,3.2729,211958.68,,-11512939.67,-45033964.76,16076619.24,,,,1
78770,833290.OC,2014,2015-08-27,国金证券股份有限公司,非高新产业区,计算机、通信和其他电子设备制造业,,2015,8,瑞必达,367811085.53,151762187.06,330114920.64,260528208.76,7996064.43,22682159.38,7883361.85,19039292.13,-1635979.86,20675271.99,-48938604.13,78811103.67,134443180.19,6.0567,13567087.39,1311447.59,-6626514.38,-60464352.53,-22987279.06,,,,1
78771,833291.OC,2014,2015-08-17,光大证券股份有限公司,非高新产业区,化学原料和化学制品制造业,,2015,8,森合高科,25642891.62,9284279.89,18338979.15,13354084.63,2012340.92,2476309.96,-716.45,303748.04,38734.31,265000,210441.16,773435.6,1072055.62,1.6667,224313.62,,-2149397.32,2173992.77,-561820.12,,,,1
78772,833292.OC,2014,2015-08-14,中泰证券股份有限公司,非高新产业区,橡胶和塑料制品业,,2015,8,泰然科技,55613455.43,21400637.55,21668248,14787187.26,1912930.09,3779933.96,881887.61,538258.64,564042.72,-25784.08,-2622918.05,2443561.11,16616495.97,1.1472,1374778.39,80000,-10929071.71,-602901.37,5553746.58,,,,1
78773,833293.OC,2014,2015-08-13,国金证券股份有限公司,非高新产业区,金属制品、机械和设备修理业,,2015,8,速达股份,364558354.96,148699657.07,327698826.87,245902649.67,18205874.08,11740531.49,-138835,35406248.08,1289001.46,34117200,-32567914.55,162419108.8,12648155.47,11.5571,3152700,1252200,-31057900,-120639000,81366900,,,,1
78774,833294.OC,2014,2015-08-19,招商证券股份有限公司,非高新产业区,计算机、通信和其他电子设备制造业,,2015,8,亿邦股份,80335611.48,65480265.99,55515287.17,26366392.77,6795243.4,19221292.35,16785.02,4485710.25,632426.19,3853300,-6781370.54,36092951.42,4595062.94,6.2898,1310926.89,,-3746895.43,-16283914.3,1501301.81,,,,1
78775,833295.OC,2014,2015-08-12,国联证券股份有限公司,非高新产业区,化学原料和化学制品制造业,,2015,8,国佳新材,177059004.15,121491654.22,101307059.65,35787278.26,12808438.69,18754079,1518541.56,27087670.07,354955.74,26732714.33,14053825.91,58022553.94,26067982.16,16.4479,1947391.31,1821911.07,-3298378.48,-17841491.01,1745149.22,,,,1
78776,833296.OC,2014,2015-08-21,华泰证券股份有限公司,非高新产业区,软件和信息技术服务业,,2015,8,三希科技,72300497.93,30211063.33,66772909.96,43189678.49,2761469.49,11779399.47,-372819.17,8373491.73,738001.87,7635500,28107181.65,12291768.15,3094235.78,13.1172,341564.67,58102.33,-417051.7,6859625.69,13083848.61,,,,1
78777,833297.OC,2014,2015-08-19,申万宏源证券有限公司,新乡高新区,农业,,2015,8,德宏种业,39632473.85,36809738.73,7325713.54,5149516.51,202969.63,6223919.11,60855.71,-3650047.52,627687.43,-4277734.95,-3275549.6,496060.37,22736829.52,-4.574,1037790.65,,-3009482.57,6701413.56,-3866437.88,,,,1
