主办券商,主营产品,可交易股份总量(万股),总市值(万元),所属Wind行业,所属园区,所属证监会行业,挂牌日期,摘牌日期,最新成交价(元),最新成交日,终止上市原因,股份总量(万股),证券代码,证券简称,转让方式
民生证券股份有限公司,操作系统软件,535.75,,软件与服务,宁波高新区,软件和信息技术服务业,2015-07-30,,,,,1042.0,832884.OC,瑞晟智能,协议转让
方正证券股份有限公司,金融指纹仪,616.2498,15345.0,技术硬件与设备,非高新产业区,计算机、通信和其他电子设备制造业,2015-07-30,,9.9,2016-03-11 00:00:00,,1550.0,832906.OC,指安科技,协议转让
方正证券股份有限公司,有机化工原料,,,材料Ⅱ,非高新产业区,化学原料和化学制品制造业,2015-07-30,,,,,900.0,832939.OC,杨利石化,协议转让
民生证券股份有限公司,苗木,65.0,66993.1314,材料Ⅱ,非高新产业区,林业,2015-07-30,,19.5,2015-10-09 00:00:00,,3435.5452,832942.OC,名品彩叶,协议转让
华融证券股份有限公司,MSC软件、财务软件、存储设备、防火墙软件、互联网服务、网管软件,90.51,4145.3802,软件与服务,中关村科技园区,软件和信息技术服务业,2015-07-30,,7.02,2016-04-14 00:00:00,,590.51,832947.OC,意畅科技,做市转让
申万宏源证券有限公司,变电设备,9207.4241,68043.2,资本货物,非高新产业区,电气机械和器材制造业,2015-07-30,,3.68,2016-04-11 00:00:00,,18490.0,832960.OC,望变电气,做市转让
中银国际证券有限责任公司,铜,295.5,,耐用消费品与服装,非高新产业区,文教、工美、体育和娱乐用品制造业,2015-07-30,,,,,1310.0,832961.OC,铜官府,协议转让
安信证券股份有限公司,动力机械、工控机械,,,资本货物,非高新产业区,通用设备制造业,2015-07-30,,,,,13200.0,832972.OC,中能股份,协议转让
申万宏源证券有限公司,专用设备与零部件,266.6666,,资本货物,非高新产业区,仪器仪表制造业,2015-07-30,,,,,1000.0,832977.OC,伊斯曼,协议转让
申万宏源证券有限公司,化学试剂,2160.43,31540.0,材料Ⅱ,非高新产业区,医药制造业,2015-07-30,,7.6,2016-04-14 00:00:00,,4150.0,832996.OC,民生科技,协议转让
申万宏源证券有限公司,专用设备与零部件,359.5,,商业和专业服务,非高新产业区,租赁业,2015-07-30,,,,,3388.0,833006.OC,通莞股份,协议转让
财通证券股份有限公司,行业专用软件,2500.0,,软件与服务,中关村科技园区,软件和信息技术服务业,2015-07-30,,,,,6000.0,833007.OC,东华宏泰,协议转让
太平洋证券股份有限公司,装修工程,20028.4795,168103.375316,资本货物,非高新产业区,建筑装饰和其他建筑业,2015-07-30,,5.26,2016-04-14 00:00:00,,31958.8166,833014.OC,中标集团,做市转让
中银国际证券有限责任公司,高分子聚合物,137.0,,商业和专业服务,非高新产业区,专用设备制造业,2015-07-30,,,,,10137.0,833018.OC,海清源,协议转让
东北证券股份有限公司,食品添加剂,552.5,,食品、饮料与烟草,非高新产业区,食品制造业,2015-07-30,,,,,2600.0,833025.OC,天佳生物,协议转让
东吴证券股份有限公司,互联网服务,2263.1324,,媒体Ⅱ,非高新产业区,商务服务业,2015-07-30,,,,,4270.419,833027.OC,阳光金服,协议转让
申万宏源证券有限公司,专业咨询服务,,,资本货物,非高新产业区,建筑安装业,2015-07-30,,,,,5500.0,833033.OC,誉德股份,协议转让
中山证券有限责任公司,运营平台系统,2000.0,29100.0,软件与服务,中关村科技园区,软件和信息技术服务业,2015-07-30,,3.0,2016-04-14 00:00:00,,9700.0,833035.OC,大唐融合,协议转让
财富证券有限责任公司,余热发电,,,公用事业Ⅱ,长沙高新区,电力、热力生产和供应业,2015-07-30,,,,,5016.0,833037.OC,中技能源,协议转让
上海证券有限责任公司,PDM软件、操作系统软件、电脑配件、专业咨询服务,,,软件与服务,非高新产业区,软件和信息技术服务业,2015-07-30,,,,,500.0,833050.OC,欣威视通,协议转让
华西证券股份有限公司,电气仪器仪表、电站空冷设备、淀粉类、锅炉及附属设备,,,食品、饮料与烟草,非高新产业区,农副食品加工业,2015-07-30,,,,,600.0,833051.OC,九新能源,协议转让
中泰证券股份有限公司,装饰材料,211.6666,,资本货物,非高新产业区,非金属矿物制品业,2015-07-30,,,,,500.0,833052.OC,迪玛卫浴,协议转让
上海证券有限责任公司,专业咨询服务,789.8286,,商业和专业服务,非高新产业区,商务服务业,2015-07-30,,,,,1200.0,833057.OC,新世傲,协议转让
东北证券股份有限公司,影视制作发行,370.5,,媒体Ⅱ,非高新产业区,文化艺术业,2015-07-30,,,,,600.0,833058.OC,触动时代,协议转让
方正证券股份有限公司,电声器件、系统集成服务、智能商用设备,354.5,,软件与服务,非高新产业区,软件和信息技术服务业,2015-07-30,,,,,1136.0,833062.OC,立翔科技,协议转让
中泰证券股份有限公司,系统集成服务,2000.0,30000.0,软件与服务,非高新产业区,软件和信息技术服务业,2015-07-30,,5.0,2016-04-14 00:00:00,,6000.0,833066.OC,亿联科技,协议转让
中泰证券股份有限公司,苗木,,,资本货物,非高新产业区,土木工程建筑业,2015-07-30,,,,,2518.0,833068.OC,山河园林,协议转让
华龙证券股份有限公司,互联网服务,1124.3123,6541.75,软件与服务,非高新产业区,软件和信息技术服务业,2015-07-30,,3.82,2016-03-23 00:00:00,,1712.5,833074.OC,优万科技,协议转让
中信证券股份有限公司,行业专用软件、互联网服务,301.3888,15000.0,软件与服务,上海张江高新技术产业开发区,软件和信息技术服务业,2015-07-30,,15.0,2015-10-22 00:00:00,,1000.0,833078.OC,捷玛信息,协议转让
中国中投证券有限责任公司,解热镇痛制剂、抗寄生虫病制剂、抗生素类抗感染制剂、调节免疫功能制剂,,,制药、生物科技与生命科学,非高新产业区,医药制造业,2015-07-30,,,,,2000.0,833100.OC,爱己爱牧,协议转让
东莞证券股份有限公司,有机化工原料,90.0,9078.0,材料Ⅱ,非高新产业区,化学原料和化学制品制造业,2015-07-30,,10.2,2016-04-12 00:00:00,,890.0,833103.OC,兆舜科技,做市转让
西南证券股份有限公司,箱板纸,3353.3877,38584.0,材料Ⅱ,非高新产业区,造纸和纸制品业,2015-07-30,,5.3,2015-11-25 00:00:00,,7280.0,833123.OC,瑞丰股份,协议转让
东莞证券股份有限公司,机床机械,335.9159,10942.41879,资本货物,广州高新区,专用设备制造业,2015-07-30,,8.1,2016-03-07 00:00:00,,1350.9159,833127.OC,晶品压塑,做市转让
中泰证券股份有限公司,印刷用纸,,,商业和专业服务,非高新产业区,印刷和记录媒介复制业,2015-07-30,,,,,2000.0,833128.OC,金正印务,协议转让
浙商证券股份有限公司,通信线缆,2395.943,,资本货物,非高新产业区,电气机械和器材制造业,2015-07-30,,,,,6870.1,833131.OC,久盛电气,协议转让
申万宏源证券有限公司,照明用品,555.5,,汽车与汽车零部件,非高新产业区,汽车制造业,2015-07-30,,,,,2000.0,833137.OC,通宝光电,协议转让
国海证券股份有限公司,半金属、动力机械、林化产品,2563.1559,554.84469,材料Ⅱ,非高新产业区,非金属矿物制品业,2015-07-30,,0.09,2015-12-31 00:00:00,,6164.941,833138.OC,长江材料,协议转让
东吴证券股份有限公司,家具、汽车租赁,1316.25,18450.0,材料Ⅱ,苏州高新区,建筑装饰和其他建筑业,2015-07-30,,6.15,2016-04-14 00:00:00,,3000.0,833143.OC,贝特创意,协议转让
东北证券股份有限公司,通信系统与平台,,,软件与服务,中关村科技园区,软件和信息技术服务业,2015-07-30,,,,,2000.0,833150.OC,安宁创新,协议转让
中泰证券股份有限公司,变电设备,4143.3166,,资本货物,非高新产业区,电气机械和器材制造业,2015-07-30,,,,,8200.0,833152.OC,新风光,协议转让
中泰证券股份有限公司,包装机械,821.8222,,资本货物,非高新产业区,专用设备制造业,2015-07-30,,,,,2222.2222,833169.OC,鼎泰盛,协议转让
中泰证券股份有限公司,行业专用软件,679.5891,,软件与服务,非高新产业区,软件和信息技术服务业,2015-07-30,,,,,1400.0,833170.OC,亿能达,协议转让
中泰证券股份有限公司,基因制品,219.9999,,制药、生物科技与生命科学,中关村科技园区,医药制造业,2015-07-30,,,,,2219.9999,833178.OC,中美福源,协议转让
湘财证券股份有限公司,工程仪器仪表,1288.6625,,资本货物,合肥高新区,仪器仪表制造业,2015-07-29,,,,,2300.0,832864.OC,协力仪控,协议转让
华安证券股份有限公司,其他休闲用品,,,消费者服务Ⅱ,非高新产业区,文教、工美、体育和娱乐用品制造业,2015-07-29,,,,,800.0,832875.OC,富仕德,协议转让
招商证券股份有限公司,风泵机械、制药机械,280.0,,资本货物,非高新产业区,专用设备制造业,2015-07-29,,,,,2072.0,832881.OC,源达股份,协议转让
中信建投证券股份有限公司,林化产品、苗木,,,商业和专业服务,非高新产业区,土木工程建筑业,2015-07-29,,,,,2217.87,832909.OC,兴海绿化,协议转让
国泰君安证券股份有限公司,冷冻食品、禽畜养殖、肉制品、饲料,10664.1195,166642.576075,食品、饮料与烟草,非高新产业区,农副食品加工业,2015-07-29,,10.25,2016-04-14 00:00:00,,16257.8123,832910.OC,伊赛牛肉,做市转让
海通证券股份有限公司,物业出租和管理,,,房地产,非高新产业区,房地产业,2015-07-29,,,,,552.6839,832925.OC,城投鹏基,协议转让
东北证券股份有限公司,电子测试和测量仪器,,,技术硬件与设备,非高新产业区,仪器仪表制造业,2015-07-29,,,,,584.7953,832930.OC,徕兹科技,协议转让
天风证券股份有限公司,教育培训服务,97.8495,,商业和专业服务,非高新产业区,教育,2015-07-29,,,,,1397.8495,832931.OC,维特科思,协议转让
东兴证券股份有限公司,操作系统软件、专业咨询服务,32379.9025,695625.0,软件与服务,非高新产业区,软件和信息技术服务业,2015-07-29,,15.9,2016-04-14 00:00:00,,43750.0,832950.OC,益盟股份,做市转让
信达证券股份有限公司,电子测试和测量仪器、监控器材及系统,1496.3666,32797.71,技术硬件与设备,非高新产业区,软件和信息技术服务业,2015-07-29,,8.1,2015-10-19 00:00:00,,4049.1,832966.OC,道尔智控,协议转让
国泰君安证券股份有限公司,运营平台系统,351.4125,,软件与服务,非高新产业区,软件和信息技术服务业,2015-07-29,,,,,1600.0,832980.OC,怡林实业,协议转让
长城证券股份有限公司,商业印刷,,,商业和专业服务,非高新产业区,印刷和记录媒介复制业,2015-07-29,,,,,1500.0,832993.OC,高飞集团,协议转让
东吴证券股份有限公司,其他纺织品及原料、衣着用纺织品,,,耐用消费品与服装,非高新产业区,纺织业,2015-07-29,,,,,4065.0,832997.OC,宝丽洁,协议转让
方正证券股份有限公司,清洁器具,,,耐用消费品与服装,非高新产业区,电气机械和器材制造业,2015-07-29,,,,,600.0,833003.OC,缔奇智能,协议转让
长江证券股份有限公司,清洁用品,,,商业和专业服务,非高新产业区,非金属矿物制品业,2015-07-29,,,,,1050.0,833005.OC,仁众实业,协议转让
中信建投证券股份有限公司,专业咨询服务,5503.8381,513890.950788,商业和专业服务,中关村科技园区,商务服务业,2015-07-29,,28.36,2016-04-07 00:00:00,,18120.2733,833010.OC,盛景网联,协议转让
西南证券股份有限公司,其他物流,3235.3333,,运输,非高新产业区,装卸搬运和运输代理业,2015-07-29,,,,,5000.0,833013.OC,泛湾物流,协议转让
国信证券股份有限公司,装修工程,302.5,,资本货物,中关村科技园区,建筑装饰和其他建筑业,2015-07-29,,,,,2000.0,833015.OC,瑞朗净化,协议转让
中银国际证券有限责任公司,出版,,,媒体Ⅱ,中关村科技园区,新闻和出版业,2015-07-29,,,,,1000.0,833019.OC,天下书盟,协议转让
华林证券有限责任公司,系统集成服务、专业咨询服务,,,软件与服务,非高新产业区,软件和信息技术服务业,2015-07-29,,,,,2000.0,833020.OC,宁冠鸿,协议转让
大通证券股份有限公司,监控器材及系统,221.5875,600.0,软件与服务,中关村科技园区,软件和信息技术服务业,2015-07-29,,1.0,2016-01-06 00:00:00,,600.0,833024.OC,欣智恒,协议转让
中信建投证券股份有限公司,操作系统软件、专业咨询服务,529.4118,,软件与服务,非高新产业区,软件和信息技术服务业,2015-07-29,,,,,3529.4118,833030.OC,立方控股,协议转让
安信证券股份有限公司,进出口贸易、中间业务,,,软件与服务,非高新产业区,批发业,2015-07-29,,,,,1200.0,833031.OC,嗨购科技,协议转让
中银国际证券有限责任公司,保健食品、维生素类与矿物质类制剂,,,食品与主要用品零售Ⅱ,非高新产业区,零售业,2015-07-29,,,,,600.0,833045.OC,禾健股份,协议转让
天风证券股份有限公司,电子设备及加工,2654.0303,126707.62368,技术硬件与设备,非高新产业区,文教、工美、体育和娱乐用品制造业,2015-07-29,,26.4,2016-04-14 00:00:00,,4799.5312,833047.OC,天堰科技,做市转让
天风证券股份有限公司,专业咨询服务,,,房地产,西安高新区,房地产业,2015-07-29,,,,,2941.1765,833053.OC,创典全程,协议转让
申万宏源证券有限公司,操作系统软件、软件外包服务、通信系统与平台,414.58,,软件与服务,非高新产业区,计算机、通信和其他电子设备制造业,2015-07-29,,,,,3433.33,833067.OC,中德宏泰,协议转让
平安证券有限责任公司,专用设备与零部件,347.5666,,材料Ⅱ,非高新产业区,非金属矿物制品业,2015-07-29,,,,,1350.0,833069.OC,石金科技,协议转让
申万宏源证券有限公司,化工机械、系统集成服务,,,资本货物,非高新产业区,专用设备制造业,2015-07-29,,,,,1100.0,833070.OC,三耐环保,协议转让
安信证券股份有限公司,专用设备与零部件,300.0,44100.0,能源Ⅱ,中关村科技园区,专用设备制造业,2015-07-29,,7.0,2016-03-09 00:00:00,,6300.0,833077.OC,伯肯节能,协议转让
申万宏源证券有限公司,施工及检测设备、专业咨询服务,4425.5,36831.8,公用事业Ⅱ,非高新产业区,生态保护和环境治理业,2015-07-29,,6.1,2016-01-20 00:00:00,,6038.0,833079.OC,金桥水科,协议转让
西南证券股份有限公司,化学试剂,,,材料Ⅱ,非高新产业区,化学原料和化学制品制造业,2015-07-29,,,,,1000.0,833080.OC,百事特,协议转让
长城证券股份有限公司,内衣,,,耐用消费品与服装,非高新产业区,纺织服装、服饰业,2015-07-29,,,,,5100.0,833085.OC,腾飞科技,协议转让
海通证券股份有限公司,感染控制设备、抗变态反应制剂、医用耗材,20.2428,,制药、生物科技与生命科学,非高新产业区,医药制造业,2015-07-29,,,,,1164.1147,833092.OC,健耕医药,协议转让
平安证券有限责任公司,生物肥、有机化学农药,2890.0,95400.0,材料Ⅱ,非高新产业区,化学原料和化学制品制造业,2015-07-29,,18.0,2016-02-16 00:00:00,,5300.0,833098.OC,新龙股份,协议转让
国泰君安证券股份有限公司,植物提取物,2360.2203,82894.604156,制药、生物科技与生命科学,武汉东湖高新区,医药制造业,2015-07-29,,19.88,2016-03-02 00:00:00,,4169.7487,833101.OC,禾元生物,协议转让
天风证券股份有限公司,电气仪器仪表,280.0,,资本货物,中关村科技园区,电气机械和器材制造业,2015-07-29,,,,,3933.44,833106.OC,瑞奥电气,协议转让
安信证券股份有限公司,书报刊零售,,,媒体Ⅱ,非高新产业区,新闻和出版业,2015-07-29,,,,,1080.0,833110.OC,中教产业,协议转让
西南证券股份有限公司,木地板,1643.75,26000.0,材料Ⅱ,非高新产业区,木材加工和木、竹、藤、棕、草制品业,2015-07-29,,5.2,2015-12-30 00:00:00,,5000.0,833130.OC,司珈尔,协议转让
长江证券股份有限公司,出版、教育培训服务,1516.968,66128.67,消费者服务Ⅱ,非高新产业区,教育,2015-07-29,,12.85,2016-04-06 00:00:00,,5146.2,833142.OC,佳一教育,做市转让
申万宏源证券有限公司,低压电器类,,,材料Ⅱ,珠海高新区,金属制品业,2015-07-29,,,,,4200.0,833146.OC,双喜电器,协议转让
国金证券股份有限公司,网络游戏,774.1936,,软件与服务,非高新产业区,互联网和相关服务,2015-07-29,,,,,4774.1936,833148.OC,乐卓网络,协议转让
申万宏源证券有限公司,公共服务、广告代理、互联网服务、系统集成服务,,,软件与服务,非高新产业区,互联网和相关服务,2015-07-29,,,,,3000.0,833153.OC,剧星传媒,协议转让
中山证券有限责任公司,乳制品,3375.0,66150.0,食品、饮料与烟草,非高新产业区,畜牧业,2015-07-28,,9.0,2016-04-14 00:00:00,,7350.0,832786.OC,骑士乳业,做市转让
东兴证券股份有限公司,鞋子,321.875,,耐用消费品与服装,非高新产业区,皮革、毛皮、羽毛及其制品和制鞋业,2015-07-28,,,,,1552.5,832845.OC,木村树,协议转让
中泰证券股份有限公司,电子设备及加工,1200.0,37860.0,技术硬件与设备,非高新产业区,计算机、通信和其他电子设备制造业,2015-07-28,,4.0,2016-03-04 00:00:00,,9465.0,832857.OC,宏景电子,协议转让
大通证券股份有限公司,禽畜养殖,430.1583,,食品、饮料与烟草,非高新产业区,畜牧业,2015-07-28,,,,,1069.0,832903.OC,永强农业,协议转让
华安证券股份有限公司,重型建筑工程机械、专业咨询服务,986.973,32936.75,商业和专业服务,非高新产业区,专业技术服务业,2015-07-28,,15.95,2015-12-22 00:00:00,,2065.0,832917.OC,惠洲院,做市转让
天风证券股份有限公司,操作系统软件、电子测试和测量仪器、行业专用软件、监控器材及系统,898.4166,10000.0,软件与服务,济南高新区,软件和信息技术服务业,2015-07-28,,5.0,2016-03-02 00:00:00,,2000.0,832918.OC,鼎讯股份,协议转让
天风证券股份有限公司,发动机设备、化工机械、专业咨询服务,,,资本货物,非高新产业区,通用设备制造业,2015-07-28,,,,,3960.0,832935.OC,天鹰缸套,协议转让
大通证券股份有限公司,印刷品及印刷器材,,,商业和专业服务,非高新产业区,印刷和记录媒介复制业,2015-07-28,,,,,1003.5,832937.OC,宏达印业,协议转让
华福证券有限责任公司,环保机械,2017.675,52065.0,资本货物,非高新产业区,专用设备制造业,2015-07-28,,13.0,2016-04-14 00:00:00,,4005.0,832938.OC,国林环保,做市转让
招商证券股份有限公司,工控机械、通信系统与平台,510.0,,资本货物,合肥高新区,电气机械和器材制造业,2015-07-28,,,,,1010.0,832943.OC,徽远成,协议转让
中银国际证券有限责任公司,厨房器具、取暖器具,2000.0,72800.0,材料Ⅱ,非高新产业区,金属制品业,2015-07-28,,11.2,2016-04-14 00:00:00,,6500.0,832958.OC,艾芬达,协议转让
西南证券股份有限公司,网站,525.0,1215.0,零售业,非高新产业区,零售业,2015-07-28,,1.35,2016-02-02 00:00:00,,900.0,832983.OC,泡宝网,协议转让
中银国际证券有限责任公司,行业专用软件,100.0,,软件与服务,非高新产业区,软件和信息技术服务业,2015-07-28,,,,,500.0,832988.OC,力软科技,协议转让
国泰君安证券股份有限公司,公共服务,,,医疗保健设备与服务,非高新产业区,卫生,2015-07-28,,,,,3300.0,832994.OC,慈惠健康,协议转让
东方花旗证券有限公司,风泵机械,1881.4894,24116.12792,资本货物,非高新产业区,金属制品业,2015-07-28,,6.8,2016-03-09 00:00:00,,3546.4894,832998.OC,雅昌股份,做市转让
国金证券股份有限公司,电子设备及加工,135.4,18935.877,技术硬件与设备,非高新产业区,计算机、通信和其他电子设备制造业,2015-07-28,,6.9,2016-01-18 00:00:00,,2744.33,833004.OC,博阅科技,做市转让
东莞证券股份有限公司,专科用制剂,,,制药、生物科技与生命科学,非高新产业区,医药制造业,2015-07-28,,,,,2400.0,833012.OC,和凡医药,协议转让
广州证券股份有限公司,林化产品,1645.8333,,资本货物,长春高新区,土木工程建筑业,2015-07-28,,,,,5000.0,833026.OC,中邦园林,协议转让
海通证券股份有限公司,显示设备,809.5325,,技术硬件与设备,蚌埠高新区,计算机、通信和其他电子设备制造业,2015-07-28,,,,,7200.0,833063.OC,高华股份,协议转让
国海证券股份有限公司,铝合金及制品,17817.7482,210600.0,材料Ⅱ,非高新产业区,有色金属冶炼和压延加工业,2015-07-28,,5.85,2016-04-13 00:00:00,,36000.0,833081.OC,顺博合金,协议转让
国信证券股份有限公司,电子测试和测量仪器,160.0,,技术硬件与设备,非高新产业区,仪器仪表制造业,2015-07-28,,,,,640.0,833090.OC,杰曼科技,协议转让
广发证券股份有限公司,专用设备与零部件,1650.3637,,消费者服务Ⅱ,非高新产业区,文教、工美、体育和娱乐用品制造业,2015-07-27,,,,,4100.0,832730.OC,蓝贝股份,协议转让
英大证券有限责任公司,诊断治疗设备,,,医疗保健设备与服务,非高新产业区,专用设备制造业,2015-07-27,,,,,1000.0,832868.OC,金亿帝,协议转让
国泰君安证券股份有限公司,糖类,434.95,,食品、饮料与烟草,非高新产业区,农、林、牧、渔服务业,2015-07-27,,,,,1000.0,832878.OC,宝利祥,协议转让
金元证券股份有限公司,水果类,577.7433,34758.852489,食品、饮料与烟草,非高新产业区,农业,2015-07-27,,9.33,2016-02-17 00:00:00,,3725.4933,832888.OC,天地人,协议转让
浙商证券股份有限公司,互联网服务,1325.0,5000.0,技术硬件与设备,非高新产业区,软件和信息技术服务业,2015-07-27,,2.0,2016-04-06 00:00:00,,2500.0,832894.OC,紫光通信,协议转让
浙商证券股份有限公司,苗木,2727.75,10845.0,食品、饮料与烟草,非高新产业区,林业,2015-07-27,,2.5,2016-04-14 00:00:00,,4338.0,832902.OC,画龙点睛,协议转让
东吴证券股份有限公司,专用设备与零部件,187.5,,资本货物,非高新产业区,汽车制造业,2015-07-27,,,,,750.0,832904.OC,高登威,协议转让
国盛证券有限责任公司,电脑配件、运营平台系统、专业咨询服务,260.0,,技术硬件与设备,大庆高新区,软件和信息技术服务业,2015-07-27,,,,,2007.0,832911.OC,正方股份,协议转让
大通证券股份有限公司,食品经销,645.3993,25950.75588,零售业,郑州高新区,零售业,2015-07-27,,17.7,2016-04-12 00:00:00,,1466.1444,832920.OC,去吧看看,协议转让
中原证券股份有限公司,农药中间体,,,材料Ⅱ,非高新产业区,化学原料和化学制品制造业,2015-07-27,,,,,5000.0,832940.OC,东方化工,协议转让
国信证券股份有限公司,环卫服务、清洗剂、循环系统用制剂、专业咨询服务,1400.0,,材料Ⅱ,非高新产业区,化学原料和化学制品制造业,2015-07-27,,,,,5600.0,832959.OC,立昌环境,协议转让
长江证券股份有限公司,传动设备,7113.6691,60945.024,汽车与汽车零部件,非高新产业区,汽车制造业,2015-07-27,,4.48,2016-04-14 00:00:00,,13603.8,832978.OC,开特股份,做市转让
财通证券股份有限公司,混凝土及砂浆,,,材料Ⅱ,非高新产业区,非金属矿物制品业,2015-07-27,,,,,1388.0,832981.OC,忠信新材,协议转让
平安证券有限责任公司,互联网服务,,,软件与服务,非高新产业区,软件和信息技术服务业,2015-07-27,,,,,2120.0,832999.OC,法本信息,协议转让
天风证券股份有限公司,饲料,1533.3333,,食品、饮料与烟草,非高新产业区,农副食品加工业,2015-07-27,,,,,3000.0,833000.OC,海皇科技,协议转让
国信证券股份有限公司,广告代理、广告设计,636.0,,媒体Ⅱ,非高新产业区,商务服务业,2015-07-27,,,,,1250.0,833016.OC,希尔传媒,协议转让
国信证券股份有限公司,操作系统软件,125.0,,软件与服务,非高新产业区,软件和信息技术服务业,2015-07-27,,,,,500.0,833028.OC,精英天成,协议转让
国信证券股份有限公司,操作系统软件、互联网服务、系统集成服务,540.0,56808.0,软件与服务,非高新产业区,软件和信息技术服务业,2015-07-27,,26.3,2016-04-14 00:00:00,,2160.0,833029.OC,鹏信科技,做市转让
长江证券股份有限公司,公共服务、广告代理,,,商业和专业服务,非高新产业区,商务服务业,2015-07-27,,,,,500.0,833046.OC,上层传媒,协议转让
申万宏源证券有限公司,工控机械,,,资本货物,非高新产业区,专用设备制造业,2015-07-27,,,,,1000.0,833084.OC,赛奇股份,协议转让
中原证券股份有限公司,电子测试和测量仪器、施工及检测设备,,,技术硬件与设备,非高新产业区,仪器仪表制造业,2015-07-27,,,,,1800.0,833089.OC,索福特,协议转让
国信证券股份有限公司,电子测试和测量仪器,,,技术硬件与设备,非高新产业区,仪器仪表制造业,2015-07-27,,,,,500.0,833091.OC,恒达股份,协议转让
德邦证券股份有限公司,外衣、鞋子,300.0,,零售业,非高新产业区,批发业,2015-07-24,,,,,1200.0,832712.OC,创侨股份,协议转让
国海证券股份有限公司,种子,2348.6435,15060.0,食品、饮料与烟草,非高新产业区,农业,2015-07-24,,5.02,2015-08-11 00:00:00,,3000.0,832751.OC,金秋科技,协议转让
山西证券股份有限公司,行业专用软件、其他消费电子产品,3596.15,95562.61,技术硬件与设备,非高新产业区,软件和信息技术服务业,2015-07-24,,14.3,2016-04-14 00:00:00,,6682.7,832773.OC,寰烁股份,做市转让
红塔证券股份有限公司,通信终端设备,4352.6445,89977.5,技术硬件与设备,非高新产业区,软件和信息技术服务业,2015-07-24,,13.95,2016-04-14 00:00:00,,6450.0,832781.OC,伟乐科技,做市转让
广发证券股份有限公司,环保机械,1135.0,63705.6,技术硬件与设备,非高新产业区,专用设备制造业,2015-07-24,,18.96,2016-04-14 00:00:00,,3360.0,832802.OC,保丽洁,做市转让
国联证券股份有限公司,互联网服务,1202.8387,33690.0,软件与服务,非高新产业区,互联网和相关服务,2015-07-24,,15.0,2016-03-18 00:00:00,,2246.0,832807.OC,云高信息,协议转让
红塔证券股份有限公司,施工及检测设备,122.4375,220.0,商业和专业服务,昆明高新区,专业技术服务业,2015-07-24,,0.44,2015-08-12 00:00:00,,500.0,832813.OC,瑞博检测,协议转让
方正证券股份有限公司,物业出租和管理,240.2812,1575.0,房地产,非高新产业区,房地产业,2015-07-24,,1.75,2016-03-28 00:00:00,,900.0,832816.OC,索克物业,协议转让
国海证券股份有限公司,专业咨询服务,388.25,,商业和专业服务,西安高新区,专业技术服务业,2015-07-24,,,,,1520.0,832829.OC,汉术化学,协议转让
国海证券股份有限公司,电子元器件,142.656,4400.0,资本货物,郑州高新区,计算机、通信和其他电子设备制造业,2015-07-24,,8.0,2015-08-25 00:00:00,,550.0,832832.OC,禹鼎电子,协议转让
西部证券股份有限公司,专用设备与零部件,1022.775,,汽车与汽车零部件,非高新产业区,汽车制造业,2015-07-24,,,,,4281.0,832836.OC,银钢一通,协议转让
国联证券股份有限公司,机床机械,2800.0,,资本货物,非高新产业区,通用设备制造业,2015-07-24,,,,,6000.0,832846.OC,山东开泰,协议转让
中信建投证券股份有限公司,电子设备及加工,,,资本货物,非高新产业区,土木工程建筑业,2015-07-24,,,,,2400.0,832848.OC,昆自股份,协议转让
方正证券股份有限公司,通信终端设备,707.0,,技术硬件与设备,长沙高新区,计算机、通信和其他电子设备制造业,2015-07-24,,,,,2132.0,832849.OC,华宽通,协议转让
兴业证券股份有限公司,保健食品,167.3076,,医疗保健设备与服务,中关村科技园区,食品制造业,2015-07-24,,,,,615.3846,832855.OC,博远欣绿,协议转让
申万宏源证券有限公司,医疗美容器械,3545.8333,79056.0,制药、生物科技与生命科学,非高新产业区,专用设备制造业,2015-07-24,,14.64,2016-04-06 00:00:00,,5400.0,832861.OC,奇致激光,做市转让
中信证券股份有限公司,财务软件、互联网服务,300.0,,软件与服务,广州高新区,软件和信息技术服务业,2015-07-24,,,,,1200.0,832871.OC,地球村,协议转让
华鑫证券有限责任公司,淀粉类、食品经销,185.0,,食品、饮料与烟草,非高新产业区,食品制造业,2015-07-24,,,,,2260.0,832874.OC,益家食品,协议转让
申万宏源证券有限公司,工程仪器仪表,730.0569,20700.0,资本货物,非高新产业区,开采辅助活动,2015-07-24,,13.8,2016-03-23 00:00:00,,1500.0,832891.OC,广陆科技,协议转让
恒泰证券股份有限公司,蔬菜类、休闲食品,,,食品、饮料与烟草,非高新产业区,农业,2015-07-24,,,,,4000.0,832893.OC,宏源农牧,协议转让
中泰证券股份有限公司,输电设备,1000.0,,资本货物,非高新产业区,电气机械和器材制造业,2015-07-24,,,,,4000.0,832901.OC,山东孔圣,协议转让
东莞证券股份有限公司,蛋制品、粮食、肉制品、蔬菜类、饲料,1545.0493,,制药、生物科技与生命科学,非高新产业区,畜牧业,2015-07-24,,,,,3027.1509,832907.OC,宏华股份,协议转让
东莞证券股份有限公司,MIS软件、电子测试和测量仪器、智能商用设备,,,技术硬件与设备,非高新产业区,软件和信息技术服务业,2015-07-24,,,,,1080.0,832913.OC,西奥科技,协议转让
华融证券股份有限公司,专业咨询服务,1750.0,57500.0,商业和专业服务,非高新产业区,专业技术服务业,2015-07-24,,10.0,2016-01-22 00:00:00,,5750.0,832916.OC,京东健康,协议转让
