主办券商,主营产品,可交易股份总量(万股),总市值(万元),所属Wind行业,所属园区,所属证监会行业,挂牌日期,摘牌日期,最新成交价(元),最新成交日,终止上市原因,股份总量(万股),证券代码,证券简称,转让方式
南京证券股份有限公司,建筑钢结构,,,资本货物,非高新产业区,金属制品业,2015-11-18,,,,,5000.0,834185.OC,黎明钢构,协议转让
财通证券股份有限公司,特种纸,212.5,,材料Ⅱ,非高新产业区,造纸和纸制品业,2015-11-18,,,,,1000.0,834189.OC,惠同股份,协议转让
招商证券股份有限公司,影视制作发行,,,媒体Ⅱ,非高新产业区,文化艺术业,2015-11-18,,,,,1100.0,834191.OC,世博演艺,协议转让
东吴证券股份有限公司,电气仪器仪表,,,资本货物,非高新产业区,通用设备制造业,2015-11-18,,,,,2000.0,834210.OC,明东电器,协议转让
西部证券股份有限公司,汽车及零配件经销,,,汽车与汽车零部件,非高新产业区,汽车制造业,2015-11-18,,,,,500.0,834233.OC,沙电电气,协议转让
中泰证券股份有限公司,系统集成服务,,,软件与服务,中关村科技园区,软件和信息技术服务业,2015-11-18,,,,,1000.0,834268.OC,金控数据,协议转让
方正证券股份有限公司,操作系统软件,,,软件与服务,非高新产业区,软件和信息技术服务业,2015-11-18,,,,,568.1816,834272.OC,数腾软件,协议转让
中泰证券股份有限公司,存储设备、系统集成服务、运营平台系统,,,软件与服务,广州高新区,软件和信息技术服务业,2015-11-18,,,,,3000.0,834289.OC,西麦科技,协议转让
方正证券股份有限公司,电子设备及加工,630.5401,31430.0,半导体与半导体生产设备,苏州高新区,专用设备制造业,2015-11-18,,31.43,2016-01-27 00:00:00,,1000.0,834292.OC,伟仕泰克,协议转让
民生证券股份有限公司,专业咨询服务,,,医疗保健设备与服务,非高新产业区,卫生,2015-11-18,,,,,2000.0,834294.OC,捷信医药,协议转让
第一创业证券股份有限公司,互联网服务,394.1725,16000.0,软件与服务,非高新产业区,互联网和相关服务,2015-11-18,,16.0,2016-04-14 00:00:00,,1000.0,834304.OC,黑蜘蛛,协议转让
太平洋证券股份有限公司,低压电器类,,,资本货物,非高新产业区,电气机械和器材制造业,2015-11-18,,,,,1500.0,834314.OC,卓能材料,协议转让
中信建投证券股份有限公司,影视制作发行,,,媒体Ⅱ,非高新产业区,广播、电视、电影和影视录音制作业,2015-11-18,,,,,3380.0,834371.OC,新安传媒,协议转让
中原证券股份有限公司,影视制作发行,,,媒体Ⅱ,非高新产业区,广播、电视、电影和影视录音制作业,2015-11-18,,,,,500.0,834382.OC,爱尚传媒,协议转让
东兴证券股份有限公司,其他农产品,,,食品、饮料与烟草,非高新产业区,农副食品加工业,2015-11-17,,,,,3000.0,833739.OC,黑果枸杞,协议转让
申万宏源证券有限公司,重型建筑工程机械,4760.0692,60129.0,商业和专业服务,非高新产业区,生态保护和环境治理业,2015-11-17,,7.5,2016-04-14 00:00:00,,8017.2,833772.OC,天蓝环保,做市转让
中银国际证券有限责任公司,燃气、专业咨询服务,,,公用事业Ⅱ,非高新产业区,燃气生产和供应业,2015-11-17,,,,,8000.0,833823.OC,综桓能源,协议转让
招商证券股份有限公司,接入设备、通信终端设备,2652.2834,,技术硬件与设备,非高新产业区,计算机、通信和其他电子设备制造业,2015-11-17,,,,,5060.0,833839.OC,天波信息,协议转让
中山证券有限责任公司,民用建筑,375.0,,资本货物,非高新产业区,土木工程建筑业,2015-11-17,,,,,1500.0,834085.OC,春秋园林,协议转让
国信证券股份有限公司,半导体太阳能光伏、变电设备、电气仪器仪表,2610.0334,,资本货物,非高新产业区,电气机械和器材制造业,2015-11-17,,,,,9833.3334,834160.OC,永联科技,协议转让
国金证券股份有限公司,专业咨询服务,,,商业和专业服务,非高新产业区,商务服务业,2015-11-17,,,,,1688.0,834183.OC,长旺财务,协议转让
东北证券股份有限公司,其他休闲用品、食品机械、休闲食品、专业咨询服务,334.0,45296.0,媒体Ⅱ,非高新产业区,文化艺术业,2015-11-17,,19.0,2016-04-14 00:00:00,,2384.0,834192.OC,中钜铖,做市转让
安信证券股份有限公司,行业专用软件、互联网服务、系统集成服务、专业咨询服务,500.0,,软件与服务,非高新产业区,软件和信息技术服务业,2015-11-17,,,,,3500.0,834194.OC,实邑科技,协议转让
中信建投证券股份有限公司,网络游戏,120.0,,媒体Ⅱ,中关村科技园区,互联网和相关服务,2015-11-17,,,,,3180.0,834195.OC,华清飞扬,做市转让
中国银河证券股份有限公司,饮料,,,食品、饮料与烟草,非高新产业区,酒、饮料和精制茶制造业,2015-11-17,,,,,13400.0,834225.OC,秋林股份,协议转让
中原证券股份有限公司,商业印刷,1500.0,17100.0,商业和专业服务,非高新产业区,印刷和记录媒介复制业,2015-11-17,,3.8,2016-04-13 00:00:00,,4500.0,834226.OC,彩虹光,协议转让
西南证券股份有限公司,砖瓦及砌块,2266.6666,,商业和专业服务,非高新产业区,生态保护和环境治理业,2015-11-17,,,,,4000.0,834253.OC,宏力再生,协议转让
浙商证券股份有限公司,监控器材及系统,80.0,4446.0,技术硬件与设备,非高新产业区,仪器仪表制造业,2015-11-17,,6.5,2016-01-22 00:00:00,,684.0,834267.OC,苏州立瓷,协议转让
中泰证券股份有限公司,半导体太阳能光伏,,,半导体与半导体生产设备,非高新产业区,电气机械和器材制造业,2015-11-17,,,,,5000.0,834284.OC,嘉盛光电,协议转让
华泰证券股份有限公司,行业专用软件、专业咨询服务,872.7334,113714.362,软件与服务,非高新产业区,软件和信息技术服务业,2015-11-17,,52.6,2016-02-19 00:00:00,,2161.87,834290.OC,培诺教育,协议转让
新时代证券股份有限公司,互联网服务、系统集成服务,,,软件与服务,中关村科技园区,软件和信息技术服务业,2015-11-17,,,,,1000.0,834306.OC,神州科技,协议转让
华安证券股份有限公司,塑料制品经销,748.0,,资本货物,非高新产业区,橡胶和塑料制品业,2015-11-17,,,,,5000.0,834323.OC,韩华建材,协议转让
国联证券股份有限公司,医疗器械用制剂,461.6,,医疗保健设备与服务,非高新产业区,专用设备制造业,2015-11-17,,,,,2100.0,834324.OC,安碧捷,协议转让
联讯证券股份有限公司,经销网站,,,零售业,非高新产业区,零售业,2015-11-17,,,,,1600.0,834325.OC,天行股份,协议转让
海通证券股份有限公司,国内贸易、环卫服务、水泥,12864.224,94909.5,材料Ⅱ,非高新产业区,废弃资源综合利用业,2015-11-17,,4.83,2016-03-30 00:00:00,,19650.0,834335.OC,蓝岛环保,协议转让
中国银河证券股份有限公司,通信系统与平台、专业咨询服务,610.1,,软件与服务,中关村科技园区,软件和信息技术服务业,2015-11-17,,,,,5012.1,834355.OC,华麒通信,协议转让
国海证券股份有限公司,装饰材料,,,资本货物,非高新产业区,建筑装饰和其他建筑业,2015-11-17,,,,,3080.0,834364.OC,固尔邦,协议转让
光大证券股份有限公司,基因制品,,,制药、生物科技与生命科学,中关村科技园区,医药制造业,2015-11-17,,,,,4500.0,834367.OC,美康基因,协议转让
华鑫证券有限责任公司,高分子聚合物、其他化学品,130.0,21021.0,材料Ⅱ,非高新产业区,橡胶和塑料制品业,2015-11-17,,6.6,2016-04-13 00:00:00,,3185.0,834373.OC,晶淼材料,做市转让
中信建投证券股份有限公司,广告设计、数据广播服务、影视制作发行,189.0,117459.0,软件与服务,非高新产业区,电信、广播电视和卫星传输服务,2015-11-17,,31.0,2016-04-14 00:00:00,,3789.0,834374.OC,博瑞彤芸,协议转让
安信证券股份有限公司,特种纤维,5679.65,7130.0,材料Ⅱ,非高新产业区,金属制品业,2015-11-16,,1.15,2015-12-24 00:00:00,,6200.0,833751.OC,惠同新材,协议转让
国元证券股份有限公司,存储设备,130.0,,技术硬件与设备,非高新产业区,计算机、通信和其他电子设备制造业,2015-11-16,,,,,1050.0,834006.OC,金胜科技,协议转让
申万宏源证券有限公司,工业建筑,500.0,6750.0,资本货物,非高新产业区,建筑装饰和其他建筑业,2015-11-16,,4.5,2016-04-06 00:00:00,,1500.0,834012.OC,浦敏科技,协议转让
招商证券股份有限公司,专用设备与零部件,,,资本货物,非高新产业区,通用设备制造业,2015-11-16,,,,,1598.0,834018.OC,尚宝罗,协议转让
方正证券股份有限公司,传输设备、综合布线产品,325.0,,技术硬件与设备,非高新产业区,计算机、通信和其他电子设备制造业,2015-11-16,,,,,2000.0,834027.OC,冠尔股份,协议转让
安信证券股份有限公司,电气仪器仪表,2037.5,,资本货物,非高新产业区,电气机械和器材制造业,2015-11-16,,,,,8000.0,834028.OC,品胜股份,协议转让
申万宏源证券有限公司,其他化学品,,,材料Ⅱ,非高新产业区,化学原料和化学制品制造业,2015-11-16,,,,,3000.0,834033.OC,康普化学,协议转让
国元证券股份有限公司,清洁器具,372.0,,家庭与个人用品,非高新产业区,橡胶和塑料制品业,2015-11-16,,,,,2372.0,834042.OC,欣宇科技,协议转让
东兴证券股份有限公司,专业咨询服务,,,资本货物,非高新产业区,专业技术服务业,2015-11-16,,,,,576.9745,834050.OC,天润园景,协议转让
西南证券股份有限公司,建筑钢结构、装饰材料,2368.3783,95280.0,商业和专业服务,非高新产业区,商务服务业,2015-11-16,,15.88,2015-11-16 00:00:00,,6000.0,834059.OC,灵通展览,协议转让
东北证券股份有限公司,汽车租赁,,,消费者服务Ⅱ,中关村科技园区,租赁业,2015-11-16,,,,,3700.0,834091.OC,平安租赁,协议转让
申万宏源证券有限公司,传输设备、通信终端设备,2162.9498,32304.048,技术硬件与设备,非高新产业区,计算机、通信和其他电子设备制造业,2015-11-16,,6.32,2016-04-06 00:00:00,,5111.4,834108.OC,万隆股份,协议转让
财通证券股份有限公司,民用建筑、施工及检测设备、专业咨询服务,,,资本货物,非高新产业区,建筑安装业,2015-11-16,,,,,5188.0,834144.OC,华创电子,协议转让
天风证券股份有限公司,塑料制品经销,13200.0,120000.0,材料Ⅱ,非高新产业区,橡胶和塑料制品业,2015-11-16,,6.0,2016-01-13 00:00:00,,20000.0,834166.OC,杰事杰,协议转让
申万宏源证券有限公司,汽车及零配件经销,,,汽车与汽车零部件,非高新产业区,汽车制造业,2015-11-16,,,,,2000.0,834168.OC,江苏蔚金,协议转让
长江证券股份有限公司,互联网服务,476.0415,400000.0,零售业,非高新产业区,零售业,2015-11-16,,160.0,2015-12-02 00:00:00,,2500.0,834206.OC,傲基电商,协议转让
中信建投证券股份有限公司,游乐园,150.0,,媒体Ⅱ,非高新产业区,娱乐业,2015-11-16,,,,,5150.0,834215.OC,普乐方,协议转让
东莞证券股份有限公司,照明器具,,,耐用消费品与服装,非高新产业区,电气机械和器材制造业,2015-11-16,,,,,1129.0,834244.OC,星美灿,协议转让
中信建投证券股份有限公司,互联网服务、系统集成服务,3276.6379,116030.0,软件与服务,上海张江高新技术产业开发区,软件和信息技术服务业,2015-11-16,,20.5,2016-04-14 00:00:00,,5660.0,834255.OC,上讯信息,做市转让
湘财证券股份有限公司,系统集成服务、照明器具,875.0,,半导体与半导体生产设备,中关村科技园区,电气机械和器材制造业,2015-11-16,,,,,2000.0,834259.OC,中光高科,协议转让
国信证券股份有限公司,机床机械,430.0,,资本货物,青岛高新区,专用设备制造业,2015-11-16,,,,,3330.0,834278.OC,高测股份,协议转让
国海证券股份有限公司,互联网服务,18116.151,60000.0,房地产,非高新产业区,商务服务业,2015-11-16,,1.25,2016-03-14 00:00:00,,48000.0,834283.OC,好百年,协议转让
中银国际证券有限责任公司,诊断治疗设备,,,医疗保健设备与服务,非高新产业区,专用设备制造业,2015-11-16,,,,,3100.0,834286.OC,爱得科技,协议转让
中信建投证券股份有限公司,宝玉石类非金属矿产,,,材料Ⅱ,非高新产业区,非金属矿物制品业,2015-11-16,,,,,60000.0,834315.OC,富源科技,协议转让
安信证券股份有限公司,家用美容器具,2625.0,,家庭与个人用品,非高新产业区,化学原料和化学制品制造业,2015-11-16,,,,,6000.0,834319.OC,三椒口腔,协议转让
财达证券有限责任公司,医用辅助设备,449.0,,医疗保健设备与服务,非高新产业区,仪器仪表制造业,2015-11-16,,,,,1000.0,834326.OC,欧诺仪器,协议转让
华龙证券股份有限公司,操作系统软件、行业专用软件、通信系统与平台、系统集成服务,,,软件与服务,中关村科技园区,软件和信息技术服务业,2015-11-16,,,,,500.0,834331.OC,开运联合,协议转让
国泰君安证券股份有限公司,影视制作发行,49.6774,32645.1604,媒体Ⅱ,非高新产业区,广播、电视、电影和影视录音制作业,2015-11-16,,46.0,2016-04-13 00:00:00,,709.6774,834333.OC,国是经纬,协议转让
西南证券股份有限公司,运营平台系统、专业咨询服务,1520.0,,商业和专业服务,非高新产业区,体育,2015-11-16,,,,,9520.0,834358.OC,体育之窗,协议转让
华融证券股份有限公司,专业咨询服务,141.75,10582.74,消费者服务Ⅱ,济南高新区,专业技术服务业,2015-11-16,,6.66,2016-04-11 00:00:00,,1589.0,834359.OC,金色童年,协议转让
华鑫证券有限责任公司,集成电路,,,半导体与半导体生产设备,非高新产业区,软件和信息技术服务业,2015-11-16,,,,,2000.0,834375.OC,富友昌,协议转让
兴业证券股份有限公司,防火墙软件,3341.9833,23276.0,技术硬件与设备,珠海高新区,专用设备制造业,2015-11-13,,4.6,2016-01-29 00:00:00,,5060.0,833645.OC,安联锐视,协议转让
长城证券股份有限公司,行业专用软件、施工及检测设备,2403.9424,57779.625024,商业和专业服务,非高新产业区,专业技术服务业,2015-11-13,,10.26,2016-01-12 00:00:00,,5631.5424,833873.OC,中设股份,协议转让
国信证券股份有限公司,互联网服务,,,软件与服务,非高新产业区,互联网和相关服务,2015-11-13,,,,,2200.0,834009.OC,盘石股份,协议转让
兴业证券股份有限公司,互联网服务,,,软件与服务,非高新产业区,互联网和相关服务,2015-11-13,,,,,2500.0,834047.OC,缔安科技,协议转让
东北证券股份有限公司,水产品,208.33,,食品、饮料与烟草,非高新产业区,农副食品加工业,2015-11-13,,,,,5208.33,834118.OC,爱尔发,协议转让
财富证券有限责任公司,饲料,,,食品、饮料与烟草,非高新产业区,农副食品加工业,2015-11-13,,,,,3080.0,834119.OC,伟业股份,协议转让
国金证券股份有限公司,环卫服务,1320.121,102901.76,商业和专业服务,非高新产业区,生态保护和环境治理业,2015-11-13,,8.32,2016-04-14 00:00:00,,12368.0,834141.OC,蓝德环保,做市转让
